tr2020gj,tr2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0400130422625,04013422625,G0400130422625,04013422625,0.9971719647,1,1,1,1,1,1,1
G0400130422626,04013422626,G0400130422626,04013422626,1,1,1,1,1,1,1,1
G0400130422627,04013422627,G0400130422627,04013422627,1,1,1,1,1,1,1,1
G0400130422628,04013422628,G0400130422628,04013422628,1,1,1,1,1,1,1,1
G0400130422629,04013422629,G0400130422628,04013422628,0.0013750625,0,0,0,0,0,0,0
G0400130422629,04013422629,G0400130422629,04013422629,0.9986249375,1,1,1,1,1,1,1
G0400130422630,04013422630,G0400130422630,04013422630,1,1,1,1,1,1,1,1
G0400130422632,04013422632,G0400130422632,04013422632,1,1,1,1,1,1,1,1
G0400130422633,04013422633,G0400130422633,04013422633,1,1,1,1,1,1,1,1
G0400130422634,04013422634,G0400130422634,04013422634,0.8990576679,1,1,1,1,1,1,1
G0400130422634,04013422634,G0400130422635,04013422635,0.1009423321,0,0,0,0,0,0,0
G0400130422636,04013422636,G0400130422636,04013422636,1,1,1,1,1,1,1,1
G0400130422637,04013422637,G0400130422637,04013422637,1,1,1,1,1,1,1,1
G0400130422638,04013422638,G0400130422638,04013422638,0.999372535,1,1,1,1,1,1,1
G0400130422638,04013422638,G0400130422639,04013422639,0.000627465,0,0,0,0,0,0,0
G0400130422639,04013422639,G0400130422637,04013422637,0.0023504028,0,0,0,0,0,0,0
G0400130422639,04013422639,G0400130422638,04013422638,0.0014998337,0,0,0,0,0,0,0
G0400130422639,04013422639,G0400130422639,04013422639,0.9961497635,1,1,1,1,1,1,1
G0400130422640,04013422640,G0400130422640,04013422640,1,1,1,1,1,1,1,1
G0400130422642,04013422642,G0400130422642,04013422642,1,1,1,1,1,1,1,1
G0400130422643,04013422643,G0400130422643,04013422643,1,1,1,1,1,1,1,1
G0400130422647,04013422647,G0400130422646,04013422646,0.0458804573,0.1560599479,0.1631090109,0.1628583299,0.1645021645,0.1749075008,0.1659607239,0.1428571429
G0400130422647,04013422647,G0400130980600,04013980600,0.9541195427,0.8439400521,0.8368909891,0.8371416701,0.8354978355,0.8250924992,0.8340392761,0.8571428571
G0400130422648,04013422648,G0400130422646,04013422646,1,1,1,1,1,1,1,1
G0400130422649,04013422649,G0400130422646,04013422646,1,1,1,1,1,1,1,1
G0400130422650,04013422650,G0400130422644,04013422644,1,1,1,1,1,1,1,1
G0400130422651,04013422651,G0400130422644,04013422644,1,1,1,1,1,1,1,1
G0400130422652,04013422652,G0400130422616,04013422616,0.3403940738,0,0,0,0,0,0,0
G0400130422652,04013422652,G0400130422644,04013422644,0.6596059262,1,1,1,1,1,1,1
G0400130422653,04013422653,G0400130422616,04013422616,1,1,1,1,1,1,1,1
G0400130422654,04013422654,G0400130422641,04013422641,1,1,1,1,1,1,1,1
G0400130422655,04013422655,G0400130422641,04013422641,1,1,1,1,1,1,1,1
G0400130422656,04013422656,G0400130422606,04013422606,1,1,1,1,1,1,1,1
G0400130422657,04013422657,G0400130422606,04013422606,1,1,1,1,1,1,1,1
G0400130422658,04013422658,G0400130422606,04013422606,1,1,1,1,1,1,1,1
G0400130422659,04013422659,G0400130422635,04013422635,1,1,1,1,1,1,1,1
G0400130422660,04013422660,G0400130422631,04013422631,0.7374508946,1,1,1,1,1,1,1
G0400130422660,04013422660,G0400130422635,04013422635,0.2625491054,0,0,0,0,0,0,0
G0400130522801,04013522801,G0400130522800,04013522800,0.9775174978,1,1,1,1,1,1,1
G0400130522801,04013522801,G0400130817600,04013817600,0.0224825022,0,0,0,0,0,0,0
G0400130522802,04013522802,G0400130522800,04013522800,0.9516264569,1,1,1,1,1,1,1
G0400130522802,04013522802,G0400130817600,04013817600,0.0483735431,0,0,0,0,0,0,0
G0400130522901,04013522901,G0400130522901,04013522901,0.9968842605,1,1,1,1,1,1,1
G0400130522901,04013522901,G0400130814200,04013814200,0.0031157395,0,0,0,0,0,0,0
G0400130522903,04013522903,G0400130522903,04013522903,1,1,1,1,1,1,1,1
G0400130522904,04013522904,G0400130522904,04013522904,1,1,1,1,1,1,1,1
G0400130523002,04013523002,G0400130523002,04013523002,1,1,1,1,1,1,1,1
G0400130523005,04013523005,G0400130523005,04013523005,1,1,1,1,1,1,1,1
G0400130523006,04013523006,G0400130523006,04013523006,1,1,1,1,1,1,1,1
G0400130523007,04013523007,G0400130523003,04013523003,1,1,1,1,1,1,1,1
G0400130523008,04013523008,G0400130523003,04013523003,1,1,1,1,1,1,1,1
G0400130523102,04013523102,G0400130523102,04013523102,1,1,1,1,1,1,1,1
G0400130523103,04013523103,G0400130523103,04013523103,1,1,1,1,1,1,1,1
G0400130523104,04013523104,G0400130523104,04013523104,1,1,1,1,1,1,1,1
G0400130610001,04013610001,G0400130610000,04013610000,0.9995168442,0.9080698835,0.9238660907,0.9229607251,0.9332591769,0.9383983573,0.927607362,0.9880952381
G0400130610001,04013610001,G0400130610100,04013610100,0.0004831558,0.0919301165,0.0761339093,0.0770392749,0.0667408231,0.0616016427,0.072392638,0.0119047619
G0400130610002,04013610002,G0400130040519,04013040519,0,0,0,0,0,0,0,0
G0400130610002,04013610002,G0400130610000,04013610000,0.9999977477,1,1,1,1,1,1,1
G0400130610002,04013610002,G0400130610600,04013610600,0.0000022523,0,0,0,0,0,0,0
G0400130610100,04013610100,G0400130610000,04013610000,0.0009043872,0,0,0,0,0,0,0
G0400130610100,04013610100,G0400130610100,04013610100,0.9990956128,1,1,1,1,1,1,1
G0400130610201,04013610201,G0400130610200,04013610200,1,1,1,1,1,1,1,1
G0400130610202,04013610202,G0400130610200,04013610200,1,1,1,1,1,1,1,1
G0400130610301,04013610301,G0400130610300,04013610300,0.9993179699,1,1,1,1,1,1,1
G0400130610301,04013610301,G0400130610400,04013610400,0.0003950621,0,0,0,0,0,0,0
G0400130610301,04013610301,G0400130610500,04013610500,0.0002869679,0,0,0,0,0,0,0
G0400130610302,04013610302,G0400130610300,04013610300,0.9812723393,1,1,1,1,1,1,1
G0400130610302,04013610302,G0400130610400,04013610400,0.0187276607,0,0,0,0,0,0,0
G0400130610400,04013610400,G0400130610200,04013610200,0.0042128101,0,0,0,0,0,0,0
G0400130610400,04013610400,G0400130610400,04013610400,0.9957871899,1,1,1,1,1,1,1
G0400130610500,04013610500,G0400130610400,04013610400,0.0007590574,0.0000626886,0.0000482647,0.0000053058,0.00003849,0.0000356571,0.0000411123,0
G0400130610500,04013610500,G0400130610500,04013610500,0.9982838108,0.9998006247,0.9997833568,0.9999946942,0.99996151,0.9996188004,0.9999588877,1
G0400130610500,04013610500,G0400130610600,04013610600,0.0009571318,0.0001366867,0.0001683785,0,0,0.0003455425,0,0
G0400130610600,04013610600,G0400130610600,04013610600,1,1,1,1,1,1,1,1
G0400130610700,04013610700,G0400130030402,04013030402,0.0000071659,0,0,0,0,0,0,0
G0400130610700,04013610700,G0400130610700,04013610700,0.9999928341,1,1,1,1,1,1,1
G0400130610800,04013610800,G0400130610800,04013610800,0.9987423894,1,1,1,1,1,1,1
G0400130610800,04013610800,G0400130611000,04013611000,0.0012576106,0,0,0,0,0,0,0
G0400130610901,04013610901,G0400130610900,04013610900,0.9480240482,0.9815741349,0.9813326596,0.9683876564,0.9706474794,0.9665730638,0.969520568,1
G0400130610901,04013610901,G0400130611000,04013611000,0.0028264614,0,0,0,0,0,0,0
G0400130610901,04013610901,G0400130611100,04013611100,0.0491494904,0.0184258651,0.0186673404,0.0316123436,0.0293525206,0.0334269362,0.030479432,0
G0400130610902,04013610902,G0400130610900,04013610900,0.9931839167,0.9974225512,0.9968320846,0.9963011371,0.9970042268,0.997127991,0.9978741437,0.9931357538
G0400130610902,04013610902,G0400130613400,04013613400,0.0032469257,0,0,0,0,0,0,0
G0400130610902,04013610902,G0400130613500,04013613500,0.0035691576,0.0025774488,0.0031679154,0.0036988629,0.0029957732,0.002872009,0.0021258563,0.0068642462
G0400130610903,04013610903,G0400130610900,04013610900,1,1,1,1,1,1,1,1
G0400130611000,04013611000,G0400130610800,04013610800,0.0013450404,0,0,0,0,0,0,0
G0400130611000,04013611000,G0400130611000,04013611000,0.9986549596,1,1,1,1,1,1,1
G0400130611100,04013611100,G0400130610900,04013610900,0.0488529998,0.0022284758,0.0026955046,0.0033252149,0.0029811299,0.0028809443,0.0033666208,0
G0400130611100,04013611100,G0400130611100,04013611100,0.9511470002,0.9977715242,0.9973044954,0.9966747851,0.9970188701,0.9971190557,0.9966333792,1
G0400130611200,04013611200,G0400130611200,04013611200,0.9965446129,1,1,1,1,1,1,1
G0400130611200,04013611200,G0400130611700,04013611700,0.0034062661,0,0,0,0,0,0,0
G0400130611200,04013611200,G0400130614200,04013614200,0.000049121,0,0,0,0,0,0,0
G0400130611300,04013611300,G0400130611300,04013611300,0.9979756354,1,1,1,1,1,1,1
G0400130611300,04013611300,G0400130611400,04013611400,0.0009123972,0,0,0,0,0,0,0
G0400130611300,04013611300,G0400130611500,04013611500,0.0008836103,0,0,0,0,0,0,0
G0400130611300,04013611300,G0400130611900,04013611900,0.0002283571,0,0,0,0,0,0,0
G0400130611400,04013611400,G0400130610800,04013610800,0.0150742058,0.0003200804,0.0003300491,0.0003778461,0.0003753375,0.0003636992,0.0003021329,0.0008681479
G0400130611400,04013611400,G0400130611200,04013611200,0.0038554118,0,0,0,0,0,0,0
G0400130611400,04013611400,G0400130611400,04013611400,0.9810703824,0.9996799196,0.9996699509,0.9996221539,0.9996246625,0.9996363008,0.9996978671,0.9991318521
G0400130611500,04013611500,G0400130611500,04013611500,1,1,1,1,1,1,1,1
G0400130611600,04013611600,G0400130611500,04013611500,0.0000877791,0,0,0,0,0,0,0
G0400130611600,04013611600,G0400130611600,04013611600,0.9999122209,1,1,1,1,1,1,1
G0400130611700,04013611700,G0400130611200,04013611200,0.0000489431,0,0,0,0,0,0,0
G0400130611700,04013611700,G0400130611700,04013611700,0.9989975929,0.9999499629,0.9999515954,0.9999468752,0.9999547721,0.9999535246,0.9999504212,1
G0400130611700,04013611700,G0400130614200,04013614200,0.000953464,0.0000500371,0.0000484046,0.0000531248,0.0000452279,0.0000464754,0.0000495788,0
G0400130611800,04013611800,G0400130611800,04013611800,1,1,1,1,1,1,1,1
G0400130611900,04013611900,G0400130611900,04013611900,1,1,1,1,1,1,1,1
G0400130612000,04013612000,G0400130611300,04013611300,0.000314326,0.0029545455,0.0026954178,0.0008156607,0.0005868545,0.0011166946,0.0008116883,0
G0400130612000,04013612000,G0400130612000,04013612000,0.999685674,0.9970454545,0.9973045822,0.9991843393,0.9994131455,0.9988833054,0.9991883117,1
G0400130612200,04013612200,G0400130612200,04013612200,1,1,1,1,1,1,1,1
G0400130612301,04013612301,G0400130612300,04013612300,1,1,1,1,1,1,1,1
G0400130612302,04013612302,G0400130612300,04013612300,1,1,1,1,1,1,1,1
G0400130612401,04013612401,G0400130612400,04013612400,1,1,1,1,1,1,1,1
G0400130612402,04013612402,G0400130612400,04013612400,1,1,1,1,1,1,1,1
G0400130612500,04013612500,G0400130612500,04013612500,1,1,1,1,1,1,1,1
G0400130612600,04013612600,G0400130612600,04013612600,1,1,1,1,1,1,1,1
G0400130612700,04013612700,G0400130612700,04013612700,0.9934002508,0.9984976445,0.998571779,0.9981930737,0.9985845085,0.9986593169,0.9984743406,1
G0400130612700,04013612700,G0400130613000,04013613000,0.0065997492,0.0015023555,0.001428221,0.0018069263,0.0014154915,0.0013406831,0.0015256594,0
G0400130612800,04013612800,G0400130612800,04013612800,1,1,1,1,1,1,1,1
G0400130612900,04013612900,G0400130612900,04013612900,1,1,1,1,1,1,1,1
G0400130613000,04013613000,G0400130613000,04013613000,1,1,1,1,1,1,1,1
G0400130613100,04013613100,G0400130613000,04013613000,0.0410339468,0.0594618703,0.0603196926,0.0670452808,0.0649175599,0.0633529404,0.0547032678,0.2183667529
G0400130613100,04013613100,G0400130613100,04013613100,0.9589660532,0.9405381297,0.9396803074,0.9329547192,0.9350824401,0.9366470596,0.9452967322,0.7816332471
G0400130613200,04013613200,G0400130613200,04013613200,1,1,1,1,1,1,1,1
G0400130613300,04013613300,G0400130613300,04013613300,1,1,1,1,1,1,1,1
G0400130613400,04013613400,G0400130610900,04013610900,0.0024464519,0,0,0,0,0,0,0
G0400130613400,04013613400,G0400130613400,04013613400,0.9971440339,1,1,1,1,1,1,1
G0400130613400,04013613400,G0400130617400,04013617400,0.0004095142,0,0,0,0,0,0,0
G0400130613500,04013613500,G0400130610900,04013610900,0.0013125092,0.0022596521,0.0022570107,0.0026942345,0.0019435415,0.0018575539,0.0024623064,0
G0400130613500,04013613500,G0400130613500,04013613500,0.9822777118,0.9977403479,0.9977429893,0.9973057655,0.9980564585,0.9981424461,0.9975376936,1
G0400130613500,04013613500,G0400130613600,04013613600,0.016409779,0,0,0,0,0,0,0
G0400130613601,04013613601,G0400130613600,04013613600,1,1,1,1,1,1,1,1
G0400130613602,04013613602,G0400130613600,04013613600,1,1,1,1,1,1,1,1
G0400130613700,04013613700,G0400130613600,04013613600,0.0510969807,0.0515409139,0.0490556782,0.046402152,0.0427066001,0.0418250951,0.0429212044,0.041322314
G0400130613700,04013613700,G0400130613700,04013613700,0.9489030193,0.9484590861,0.9509443218,0.953597848,0.9572933999,0.9581749049,0.9570787956,0.958677686
G0400130613800,04013613800,G0400130613800,04013613800,1,1,1,1,1,1,1,1
G0400130613900,04013613900,G0400130613900,04013613900,0.9449237511,0.9996382752,0.9996519501,0.9996258876,0.9996001887,0.9996154773,0.9995490273,0.999857346
G0400130613900,04013613900,G0400130614000,04013614000,0.0386111438,0,0,0,0,0,0,0
G0400130613900,04013613900,G0400130614100,04013614100,0.0149694537,0.0003617248,0.0003480499,0.0003741124,0.0003998113,0.0003845227,0.0004509727,0.000142654
G0400130613900,04013613900,G0400130615600,04013615600,0.0009783363,0,0,0,0,0,0,0
G0400130613900,04013613900,G0400130615700,04013615700,0.0005173152,0,0,0,0,0,0,0
G0400130614000,04013614000,G0400130613900,04013613900,0.0004562141,0,0,0,0,0,0,0
G0400130614000,04013614000,G0400130614000,04013614000,0.9995437859,1,1,1,1,1,1,1
G0400130614100,04013614100,G0400130613900,04013613900,0.0004291079,0,0,0,0,0,0,0
G0400130614100,04013614100,G0400130614100,04013614100,0.9877951749,1,1,1,1,1,1,1
G0400130614100,04013614100,G0400130615700,04013615700,0.0117757172,0,0,0,0,0,0,0
G0400130614200,04013614200,G0400130614200,04013614200,1,1,1,1,1,1,1,1
G0400130614300,04013614300,G0400130614300,04013614300,0.9930710698,0.9989032704,0.999567968,1,1,0.9995832814,1,1
G0400130614300,04013614300,G0400130614400,04013614400,0.0069289302,0.0010967296,0.000432032,0,0,0.0004167186,0,0
G0400130614400,04013614400,G0400130614300,04013614300,0.0985020079,0.0118948663,0.0107839442,0.0164864964,0.0142674499,0.0136246904,0.0168794173,0.0041987366
G0400130614400,04013614400,G0400130614400,04013614400,0.9014979921,0.9881051337,0.9892160558,0.9835135036,0.9857325501,0.9863753096,0.9831205827,0.9958012634
G0400130614500,04013614500,G0400130614500,04013614500,1,1,1,1,1,1,1,1
G0400130614601,04013614601,G0400130614600,04013614600,1,1,1,1,1,1,1,1
G0400130614602,04013614602,G0400130614600,04013614600,1,1,1,1,1,1,1,1
G0400130614700,04013614700,G0400130614700,04013614700,1,1,1,1,1,1,1,1
G0400130614800,04013614800,G0400130614800,04013614800,1,1,1,1,1,1,1,1
G0400130614900,04013614900,G0400130614700,04013614700,0.013976495,0,0,0,0,0,0,0
G0400130614900,04013614900,G0400130614900,04013614900,0.986023505,1,1,1,1,1,1,1
G0400130615001,04013615001,G0400130615000,04013615000,1,1,1,1,1,1,1,1
G0400130615002,04013615002,G0400130615000,04013615000,1,1,1,1,1,1,1,1
G0400130615100,04013615100,G0400130615100,04013615100,1,1,1,1,1,1,1,1
G0400130615201,04013615201,G0400130615200,04013615200,0.9997272493,1,1,1,1,1,1,1
G0400130615201,04013615201,G0400130619900,04013619900,0.0002727507,0,0,0,0,0,0,0
G0400130615202,04013615202,G0400130615200,04013615200,1,1,1,1,1,1,1,1
G0400130615300,04013615300,G0400130615300,04013615300,0.9935217816,1,1,1,1,1,1,1
G0400130615300,04013615300,G0400130615400,04013615400,0.0064782184,0,0,0,0,0,0,0
G0400130615400,04013615400,G0400130615400,04013615400,1,1,1,1,1,1,1,1
G0400130615500,04013615500,G0400130615500,04013615500,1,1,1,1,1,1,1,1
G0400130615600,04013615600,G0400130615600,04013615600,0.9908706965,1,1,1,1,1,1,1
G0400130615600,04013615600,G0400130615700,04013615700,0.0091293035,0,0,0,0,0,0,0
G0400130615700,04013615700,G0400130615600,04013615600,0.022269645,0,0,0,0,0,0,0
G0400130615700,04013615700,G0400130615700,04013615700,0.977730355,1,1,1,1,1,1,1
G0400130615800,04013615800,G0400130615800,04013615800,1,1,1,1,1,1,1,1
G0400130615900,04013615900,G0400130615900,04013615900,1,1,1,1,1,1,1,1
G0400130616000,04013616000,G0400130616000,04013616000,1,1,1,1,1,1,1,1
G0400130616100,04013616100,G0400130616000,04013616000,0.007571324,0,0,0,0,0,0,0
G0400130616100,04013616100,G0400130616100,04013616100,0.992428676,1,1,1,1,1,1,1
G0400130616200,04013616200,G0400130616000,04013616000,0.005673219,0,0,0,0,0,0,0
G0400130616200,04013616200,G0400130616200,04013616200,0.994326781,1,1,1,1,1,1,1
G0400130616300,04013616300,G0400130616100,04013616100,0.0027710732,0,0,0,0,0,0,0
G0400130616300,04013616300,G0400130616300,04013616300,0.9972289268,1,1,1,1,1,1,1
G0400130616400,04013616400,G0400130616400,04013616400,1,1,1,1,1,1,1,1
G0400130616500,04013616500,G0400130616500,04013616500,1,1,1,1,1,1,1,1
G0400130616600,04013616600,G0400130616600,04013616600,1,1,1,1,1,1,1,1
G0400130616700,04013616700,G0400130616700,04013616700,1,1,1,1,1,1,1,1
G0400130616800,04013616800,G0400130616800,04013616800,1,1,1,1,1,1,1,1
G0400130616900,04013616900,G0400130616900,04013616900,1,1,1,1,1,1,1,1
G0400130617001,04013617001,G0400130617000,04013617000,0.9109142338,1,1,1,1,1,1,1
G0400130617001,04013617001,G0400130617100,04013617100,0.0890857662,0,0,0,0,0,0,0
G0400130617002,04013617002,G0400130617000,04013617000,1,1,1,1,1,1,1,1
G0400130617100,04013617100,G0400130615000,04013615000,0.330796722,0,0,0,0,0,0,0
G0400130617100,04013617100,G0400130617100,04013617100,0.669203278,1,1,1,1,1,1,1
G0400130617200,04013617200,G0400130617200,04013617200,0.9368825242,1,1,1,1,1,1,1
G0400130617200,04013617200,G0400130617300,04013617300,0.0631174758,0,0,0,0,0,0,0
G0400130617300,04013617300,G0400130617100,04013617100,0.0000717674,0,0,0,0,0,0,0
G0400130617300,04013617300,G0400130617300,04013617300,0.9999282326,1,1,1,1,1,1,1
G0400130617400,04013617400,G0400130040521,04013040521,0.000129763,0,0,0,0,0,0,0
G0400130617400,04013617400,G0400130071504,04013071504,0.0031928106,0.0009243365,0.0010427529,0,0.0002577984,0.0002199736,0.0003286231,0
G0400130617400,04013617400,G0400130071505,04013071505,0.0025734144,0,0,0,0,0,0,0
G0400130617400,04013617400,G0400130613400,04013613400,0.0046292332,0,0,0,0,0,0,0
G0400130617400,04013617400,G0400130617400,04013617400,0.9894747788,0.9990756635,0.9989572471,1,0.9997422016,0.9997800264,0.9996713769,1
G0400130617500,04013617500,G0400130071506,04013071506,0.0088352599,0,0,0,0,0,0,0
G0400130617500,04013617500,G0400130071514,04013071514,0.0006715005,0,0,0,0,0,0,0
G0400130617500,04013617500,G0400130617500,04013617500,0.9904932396,1,1,1,1,1,1,1
G0400130617600,04013617600,G0400130617600,04013617600,0.9987623017,1,1,1,1,1,1,1
G0400130617600,04013617600,G0400130617700,04013617700,0.0012376983,0,0,0,0,0,0,0
G0400130617700,04013617700,G0400130071509,04013071509,0.0094529095,0,0,0,0,0,0,0
G0400130617700,04013617700,G0400130071514,04013071514,0.0026950674,0,0,0,0,0,0,0
G0400130617700,04013617700,G0400130617600,04013617600,0.0375527414,0.0000045894,0.0000057603,0,0,0,0,0
G0400130617700,04013617700,G0400130617700,04013617700,0.9502992817,0.9999954106,0.9999942397,1,1,1,1,1
G0400130617800,04013617800,G0400130617800,04013617800,1,1,1,1,1,1,1,1
G0400130617900,04013617900,G0400130617900,04013617900,1,1,1,1,1,1,1,1
G0400130618000,04013618000,G0400130618000,04013618000,1,1,1,1,1,1,1,1
G0400130618100,04013618100,G0400130618000,04013618000,0.0072389083,0,0,0,0,0,0,0
G0400130618100,04013618100,G0400130618100,04013618100,0.9927610917,1,1,1,1,1,1,1
G0400130618200,04013618200,G0400130618200,04013618200,1,1,1,1,1,1,1,1
G0400130618300,04013618300,G0400130618300,04013618300,1,1,1,1,1,1,1,1
G0400130618400,04013618400,G0400130618400,04013618400,1,1,1,1,1,1,1,1
G0400130618500,04013618500,G0400130618500,04013618500,1,1,1,1,1,1,1,1
G0400130618600,04013618600,G0400130618600,04013618600,1,1,1,1,1,1,1,1
G0400130618700,04013618700,G0400130618700,04013618700,1,1,1,1,1,1,1,1
G0400130618800,04013618800,G0400130618800,04013618800,1,1,1,1,1,1,1,1
G0400130618900,04013618900,G0400130618900,04013618900,1,1,1,1,1,1,1,1
G0400130619000,04013619000,G0400130619000,04013619000,1,1,1,1,1,1,1,1
G0400130619100,04013619100,G0400130619100,04013619100,1,1,1,1,1,1,1,1
G0400130619200,04013619200,G0400130619200,04013619200,1,1,1,1,1,1,1,1
G0400130619300,04013619300,G0400130619300,04013619300,1,1,1,1,1,1,1,1
G0400130619400,04013619400,G0400130619400,04013619400,1,1,1,1,1,1,1,1
G0400130619500,04013619500,G0400130619500,04013619500,1,1,1,1,1,1,1,1
G0400130619601,04013619601,G0400130619600,04013619600,1,1,1,1,1,1,1,1
G0400130619602,04013619602,G0400130619600,04013619600,1,1,1,1,1,1,1,1
G0400130619700,04013619700,G0400130619700,04013619700,1,1,1,1,1,1,1,1
G0400130619800,04013619800,G0400130619800,04013619800,1,1,1,1,1,1,1,1
G0400130619900,04013619900,G0400130615200,04013615200,0.0018575797,0,0,0,0,0,0,0
G0400130619900,04013619900,G0400130619900,04013619900,0.9981424203,1,1,1,1,1,1,1
G0400130723304,04013723304,G0400130723303,04013723303,0.0001254694,0.0005266119,0.0005132593,0.0002543013,0.0001959688,0.0004399996,0.0002161863,0
G0400130723304,04013723304,G0400130723304,04013723304,0.9829386757,0.9948142795,0.9941915848,0.9929660376,0.9945843705,0.9948411644,0.9954651957,0.9860465116
G0400130723304,04013723304,G0400130723306,04013723306,0.0167920762,0.0046591086,0.0052951559,0.006779661,0.0052196607,0.004718836,0.004318618,0.0139534884
G0400130723304,04013723304,G0400130723308,04013723308,0.0001049701,0,0,0,0,0,0,0
G0400130723304,04013723304,G0400130941000,04013941000,0.0000388086,0,0,0,0,0,0,0
G0400130723305,04013723305,G0400130723305,04013723305,0.9998559778,1,1,1,1,1,1,1
G0400130723305,04013723305,G0400130723306,04013723306,0.0001440222,0,0,0,0,0,0,0
G0400130723306,04013723306,G0400130723305,04013723305,0.0018727946,0,0,0,0,0,0,0
G0400130723306,04013723306,G0400130723306,04013723306,0.9981272054,1,1,1,1,1,1,1
G0400130723307,04013723307,G0400130723307,04013723307,1,1,1,1,1,1,1,1
G0400130723309,04013723309,G0400130723308,04013723308,1,1,1,1,1,1,1,1
G0400130723310,04013723310,G0400130723308,04013723308,1,1,1,1,1,1,1,1
G0400130723311,04013723311,G0400130723304,04013723304,0.1031168672,0,0,0,0,0,0,0
G0400130723311,04013723311,G0400130723308,04013723308,0.8968831328,1,1,1,1,1,1,1
G0400130810000,04013810000,G0400130116717,04013116717,0.0089726241,0,0,0,0,0,0,0
G0400130810000,04013810000,G0400130810000,04013810000,0.9856379774,1,1,1,1,1,1,1
G0400130810000,04013810000,G0400130810400,04013810400,0.0053893985,0,0,0,0,0,0,0
G0400130810100,04013810100,G0400130810100,04013810100,0.9810605818,0.9781454656,0.9803240565,0.9767156817,0.9809382757,0.9812037811,0.9792834059,0.999922119
G0400130810100,04013810100,G0400130810200,04013810200,0.0034937506,0.0070277004,0.0068070394,0.0071321541,0.0060394391,0.0059553174,0.0065659123,0
G0400130810100,04013810100,G0400130810500,04013810500,0.0007603543,0.0000769062,0.0000692571,0.0000759339,0.0000671307,0.0000661956,0.0000661935,0.000077881
G0400130810100,04013810100,G0400130810600,04013810600,0.0146853132,0.0147499278,0.0127996469,0.0160762302,0.0129551545,0.0127747058,0.0140844882,0
G0400130810200,04013810200,G0400130810100,04013810100,0.0065668224,0.0002092237,0.0002097405,0.0002358414,0.0001905306,0.0001899426,0.0003732015,0
G0400130810200,04013810200,G0400130810200,04013810200,0.9934331776,0.9997907763,0.9997902595,0.9997641586,0.9998094694,0.9998100574,0.9996267985,1
G0400130810300,04013810300,G0400130810300,04013810300,1,1,1,1,1,1,1,1
G0400130810400,04013810400,G0400130116719,04013116719,0.0088288915,0,0,0,0,0,0,0
G0400130810400,04013810400,G0400130810000,04013810000,0.0138811544,0.0495104378,0.0519331961,0.0563573883,0.0580173595,0.0656587473,0.0597637248,0.0546666667
G0400130810400,04013810400,G0400130810100,04013810100,0.0000819485,0,0,0,0,0,0,0
G0400130810400,04013810400,G0400130810400,04013810400,0.9772080055,0.9504895622,0.9480668039,0.9436426117,0.9419826405,0.9343412527,0.9402362752,0.9453333333
G0400130810500,04013810500,G0400130810100,04013810100,0.0069908246,0.0032993697,0.0029853177,0.0039870941,0.0028333477,0.0026942221,0.0046019051,0
G0400130810500,04013810500,G0400130810500,04013810500,0.9930091754,0.9967006303,0.9970146823,0.9960129059,0.9971666523,0.9973057779,0.9953980949,1
G0400130810600,04013810600,G0400130810100,04013810100,0.0137158217,0.0125110392,0.0110036046,0.020475927,0.0154320988,0.0146359312,0.023174971,0
G0400130810600,04013810600,G0400130810600,04013810600,0.9862841783,0.9874889608,0.9889963954,0.979524073,0.9845679012,0.9853640688,0.976825029,1
G0400130810700,04013810700,G0400130810700,04013810700,1,1,1,1,1,1,1,1
G0400130810800,04013810800,G0400130810800,04013810800,1,1,1,1,1,1,1,1
G0400130810900,04013810900,G0400130810900,04013810900,1,1,1,1,1,1,1,1
G0400130811000,04013811000,G0400130810900,04013810900,0.0022538638,0,0,0,0,0,0,0
G0400130811000,04013811000,G0400130811000,04013811000,0.9977461362,1,1,1,1,1,1,1
G0400130811100,04013811100,G0400130811100,04013811100,0.999864212,1,1,1,1,1,1,1
G0400130811100,04013811100,G0400130811200,04013811200,0.000135788,0,0,0,0,0,0,0
G0400130811200,04013811200,G0400130811100,04013811100,0.0064856647,0,0,0,0,0,0,0
G0400130811200,04013811200,G0400130811200,04013811200,0.896613307,0.8724010253,0.8700202566,0.8237704918,0.8313989004,0.8418756816,0.9846153846,0.8106796117
G0400130811200,04013811200,G0400130811800,04013811800,0.0969010283,0.1275989747,0.1299797434,0.1762295082,0.1686010996,0.1581243184,0.0153846154,0.1893203883
G0400130811300,04013811300,G0400130811300,04013811300,0.9687483499,0.9617810072,0.961080412,0.9594330219,0.9617564586,0.9626272793,0.9567954447,0.9865038417
G0400130811300,04013811300,G0400130814200,04013814200,0.0312516501,0.0382189928,0.038919588,0.0405669781,0.0382435414,0.0373727207,0.0432045553,0.0134961583
G0400130811400,04013811400,G0400130811400,04013811400,1,1,1,1,1,1,1,1
G0400130811500,04013811500,G0400130811500,04013811500,0.953118564,0.953331451,0.9584532469,0.958846739,0.9626863659,0.9636731372,0.9792961049,0.8714956424
G0400130811500,04013811500,G0400130814900,04013814900,0.046881436,0.046668549,0.0415467531,0.041153261,0.0373136341,0.0363268628,0.0207038951,0.1285043576
