bg2020gj,bg2020ge,tr2012gj,tr2012ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G06006500432065,060650432065,G0600650043206,06065043206,1,1,1,1,1,1,1,1
G06006500432071,060650432071,G0600650043250,06065043250,1,1,1,1,1,1,1,1
G06006500432072,060650432072,G0600650043250,06065043250,1,1,1,1,1,1,1,1
G06006500432073,060650432073,G0600650043250,06065043250,1,1,1,1,1,1,1,1
G06006500432081,060650432081,G0600650043250,06065043250,1,1,1,1,1,1,1,1
G06006500432082,060650432082,G0600650043250,06065043250,1,1,1,1,1,1,1,1
G06006500432083,060650432083,G0600650043250,06065043250,1,1,1,1,1,1,1,1
G06006500432091,060650432091,G0600650043291,06065043291,1,1,1,1,1,1,1,1
G06006500432092,060650432092,G0600650043291,06065043291,1,1,1,1,1,1,1,1
G06006500432101,060650432101,G0600650043291,06065043291,1,1,1,1,1,1,1,1
G06006500432102,060650432102,G0600650043291,06065043291,1,1,1,1,1,1,1,1
G06006500432103,060650432103,G0600650043291,06065043291,1,1,1,1,1,1,1,1
G06006500432111,060650432111,G0600650043211,06065043211,1,1,1,1,1,1,1,1
G06006500432112,060650432112,G0600650043211,06065043211,1,1,1,1,1,1,1,1
G06006500432113,060650432113,G0600650043211,06065043211,1,1,1,1,1,1,1,1
G06006500432114,060650432114,G0600650043211,06065043211,1,1,1,1,1,1,1,1
G06006500432161,060650432161,G0600650043216,06065043216,1,1,1,1,1,1,1,1
G06006500432162,060650432162,G0600650043216,06065043216,1,1,1,1,1,1,1,1
G06006500432163,060650432163,G0600650043216,06065043216,1,1,1,1,1,1,1,1
G06006500432171,060650432171,G0600650043217,06065043217,1,1,1,1,1,1,1,1
G06006500432172,060650432172,G0600650043217,06065043217,1,1,1,1,1,1,1,1
G06006500432181,060650432181,G0600650043218,06065043218,1,1,1,1,1,1,1,1
G06006500432182,060650432182,G0600650043218,06065043218,1,1,1,1,1,1,1,1
G06006500432183,060650432183,G0600650043218,06065043218,1,1,1,1,1,1,1,1
G06006500432201,060650432201,G0600650043220,06065043220,1,1,1,1,1,1,1,1
G06006500432202,060650432202,G0600650043220,06065043220,1,1,1,1,1,1,1,1
G06006500432221,060650432221,G0600650043222,06065043222,1,1,1,1,1,1,1,1
G06006500432222,060650432222,G0600650043222,06065043222,1,1,1,1,1,1,1,1
G06006500432271,060650432271,G0600650043227,06065043227,1,1,1,1,1,1,1,1
G06006500432272,060650432272,G0600650043227,06065043227,1,1,1,1,1,1,1,1
G06006500432273,060650432273,G0600650043227,06065043227,1,1,1,1,1,1,1,1
G06006500432274,060650432274,G0600650043227,06065043227,1,1,1,1,1,1,1,1
G06006500432281,060650432281,G0600650043228,06065043228,1,1,1,1,1,1,1,1
G06006500432282,060650432282,G0600650043228,06065043228,0.9962966978,0.999947901,0.9999471561,0.9999522816,0.9999508316,0.9999507395,0.9999531594,0.9999409547
G06006500432282,060650432282,G0600650050600,06065050600,0.0037033022,0.000052099,0.0000528439,0.0000477184,0.0000491684,0.0000492605,0.0000468406,0.0000590453
G06006500432291,060650432291,G0600650043229,06065043229,1,1,1,1,1,1,1,1
G06006500432292,060650432292,G0600650043229,06065043229,1,1,1,1,1,1,1,1
G06006500432293,060650432293,G0600650043229,06065043229,1,1,1,1,1,1,1,1
G06006500432351,060650432351,G0600650043235,06065043235,1,1,1,1,1,1,1,1
G06006500432352,060650432352,G0600650043235,06065043235,0.9999405926,1,1,1,1,1,1,1
G06006500432352,060650432352,G0600650043240,06065043240,0.0000594074,0,0,0,0,0,0,0
G06006500432461,060650432461,G0600650043246,06065043246,1,1,1,1,1,1,1,1
G06006500432462,060650432462,G0600650043246,06065043246,0.9806656017,0.9866922735,0.9856703143,0.9841197605,0.9852798662,0.9846768257,0.9818472299,1
G06006500432462,060650432462,G0600650043265,06065043265,0.0193343983,0.0133077265,0.0143296857,0.0158802395,0.0147201338,0.0153231743,0.0181527701,0
G06006500432463,060650432463,G0600650043246,06065043246,0.9896163148,0.9945641142,0.994807262,0.9934773108,0.9936676435,0.9942056868,0.9937574297,0.9929019664
G06006500432463,060650432463,G0600650043265,06065043265,0.0103836852,0.0054358858,0.005192738,0.0065226892,0.0063323565,0.0057943132,0.0062425703,0.0070980336
G06006500432464,060650432464,G0600650043246,06065043246,1,1,1,1,1,1,1,1
G06006500432481,060650432481,G0600650043248,06065043248,1,1,1,1,1,1,1,1
G06006500432482,060650432482,G0600650043248,06065043248,1,1,1,1,1,1,1,1
G06006500432521,060650432521,G0600650043252,06065043252,1,1,1,1,1,1,1,1
G06006500432522,060650432522,G0600650043248,06065043248,0.0016090599,0.0016159385,0.0019816115,0.0020650865,0.0019518509,0.001918281,0.0014345323,0.0039683376
G06006500432522,060650432522,G0600650043252,06065043252,0.9945278402,0.9983840615,0.9980183885,0.9979349135,0.9980481491,0.998081719,0.9985654677,0.9960316624
G06006500432522,060650432522,G0600650043257,06065043257,0.0038630999,0,0,0,0,0,0,0
G06006500432523,060650432523,G0600650043252,06065043252,1,1,1,1,1,1,1,1
G06006500432524,060650432524,G0600650043252,06065043252,1,1,1,1,1,1,1,1
G06006500432541,060650432541,G0600650043254,06065043254,1,1,1,1,1,1,1,1
G06006500432542,060650432542,G0600650043254,06065043254,1,1,1,1,1,1,1,1
G06006500432543,060650432543,G0600650043254,06065043254,1,1,1,1,1,1,1,1
G06006500432561,060650432561,G0600650043256,06065043256,1,1,1,1,1,1,1,1
G06006500432562,060650432562,G0600650043256,06065043256,1,1,1,1,1,1,1,1
G06006500432563,060650432563,G0600650043256,06065043256,1,1,1,1,1,1,1,1
G06006500432621,060650432621,G0600650043262,06065043262,1,1,1,1,1,1,1,1
G06006500432622,060650432622,G0600650043262,06065043262,1,1,1,1,1,1,1,1
G06006500432623,060650432623,G0600650043262,06065043262,1,1,1,1,1,1,1,1
G06006500432641,060650432641,G0600650043264,06065043264,1,1,1,1,1,1,1,1
G06006500432642,060650432642,G0600650043264,06065043264,1,1,1,1,1,1,1,1
G06006500432643,060650432643,G0600650043264,06065043264,1,1,1,1,1,1,1,1
G06006500432644,060650432644,G0600650043264,06065043264,1,1,1,1,1,1,1,1
G06006500432651,060650432651,G0600650043265,06065043265,1,1,1,1,1,1,1,1
G06006500432652,060650432652,G0600650043265,06065043265,1,1,1,1,1,1,1,1
G06006500432653,060650432653,G0600650043265,06065043265,1,1,1,1,1,1,1,1
G06006500432654,060650432654,G0600650043265,06065043265,1,1,1,1,1,1,1,1
G06006500432655,060650432655,G0600650043265,06065043265,1,1,1,1,1,1,1,1
G06006500432661,060650432661,G0600650043266,06065043266,1,1,1,1,1,1,1,1
G06006500432662,060650432662,G0600650043266,06065043266,1,1,1,1,1,1,1,1
G06006500432663,060650432663,G0600650043266,06065043266,1,1,1,1,1,1,1,1
G06006500432664,060650432664,G0600650043266,06065043266,1,1,1,1,1,1,1,1
G06006500432671,060650432671,G0600650043267,06065043267,1,1,1,1,1,1,1,1
G06006500432672,060650432672,G0600650043267,06065043267,1,1,1,1,1,1,1,1
G06006500432673,060650432673,G0600650043267,06065043267,1,1,1,1,1,1,1,1
G06006500432701,060650432701,G0600650043270,06065043270,1,1,1,1,1,1,1,1
G06006500432702,060650432702,G0600650043270,06065043270,1,1,1,1,1,1,1,1
G06006500432711,060650432711,G0600650043271,06065043271,1,1,1,1,1,1,1,1
G06006500432712,060650432712,G0600650043271,06065043271,1,1,1,1,1,1,1,1
G06006500432721,060650432721,G0600650043272,06065043272,1,1,1,1,1,1,1,1
G06006500432722,060650432722,G0600650043272,06065043272,1,1,1,1,1,1,1,1
G06006500432723,060650432723,G0600650043272,06065043272,1,1,1,1,1,1,1,1
G06006500432741,060650432741,G0600650043274,06065043274,1,1,1,1,1,1,1,1
G06006500432742,060650432742,G0600650043274,06065043274,1,1,1,1,1,1,1,1
G06006500432761,060650432761,G0600650043276,06065043276,1,1,1,1,1,1,1,1
G06006500432762,060650432762,G0600650043276,06065043276,1,1,1,1,1,1,1,1
G06006500432781,060650432781,G0600650043227,06065043227,0.00804292,0,0,0,0,0,0,0
G06006500432781,060650432781,G0600650043278,06065043278,0.99195708,1,1,1,1,1,1,1
G06006500432782,060650432782,G0600650043278,06065043278,1,1,1,1,1,1,1,1
G06006500432783,060650432783,G0600650043278,06065043278,1,1,1,1,1,1,1,1
G06006500432784,060650432784,G0600650043278,06065043278,1,1,1,1,1,1,1,1
G06006500432791,060650432791,G0600650043279,06065043279,1,1,1,1,1,1,1,1
G06006500432792,060650432792,G0600650043279,06065043279,1,1,1,1,1,1,1,1
G06006500432793,060650432793,G0600650043279,06065043279,1,1,1,1,1,1,1,1
G06006500432921,060650432921,G0600650043239,06065043239,1,1,1,1,1,1,1,1
G06006500432922,060650432922,G0600650043239,06065043239,1,1,1,1,1,1,1,1
G06006500432923,060650432923,G0600650043239,06065043239,1,1,1,1,1,1,1,1
G06006500432931,060650432931,G0600650043239,06065043239,1,1,1,1,1,1,1,1
G06006500432932,060650432932,G0600650043239,06065043239,1,1,1,1,1,1,1,1
G06006500432941,060650432941,G0600650043242,06065043242,1,1,1,1,1,1,1,1
G06006500432942,060650432942,G0600650043242,06065043242,1,1,1,1,1,1,1,1
G06006500432951,060650432951,G0600650043242,06065043242,1,1,1,1,1,1,1,1
G06006500432952,060650432952,G0600650043242,06065043242,1,1,1,1,1,1,1,1
G06006500432953,060650432953,G0600650043242,06065043242,1,1,1,1,1,1,1,1
G06006500432961,060650432961,G0600650043247,06065043247,1,1,1,1,1,1,1,1
G06006500432962,060650432962,G0600650043247,06065043247,1,1,1,1,1,1,1,1
G06006500432971,060650432971,G0600650043244,06065043244,0.0000070769,0,0,0,0,0,0,0
G06006500432971,060650432971,G0600650043247,06065043247,0.9999929231,1,1,1,1,1,1,1
G06006500432972,060650432972,G0600650043247,06065043247,1,1,1,1,1,1,1,1
G06006500432981,060650432981,G0600650043244,06065043244,1,1,1,1,1,1,1,1
G06006500432982,060650432982,G0600650043244,06065043244,1,1,1,1,1,1,1,1
G06006500432983,060650432983,G0600650043244,06065043244,1,1,1,1,1,1,1,1
G06006500433041,060650433041,G0600650043304,06065043304,1,1,1,1,1,1,1,1
G06006500433042,060650433042,G0600650043304,06065043304,1,1,1,1,1,1,1,1
G06006500433043,060650433043,G0600650043304,06065043304,1,1,1,1,1,1,1,1
G06006500433044,060650433044,G0600650043304,06065043304,1,1,1,1,1,1,1,1
G06006500433045,060650433045,G0600650043304,06065043304,1,1,1,1,1,1,1,1
G06006500433061,060650433061,G0600650043306,06065043306,1,1,1,1,1,1,1,1
G06006500433062,060650433062,G0600650043306,06065043306,1,1,1,1,1,1,1,1
G06006500433071,060650433071,G0600650043307,06065043307,1,1,1,1,1,1,1,1
G06006500433072,060650433072,G0600650043307,06065043307,1,1,1,1,1,1,1,1
G06006500433073,060650433073,G0600650043307,06065043307,1,1,1,1,1,1,1,1
G06006500433074,060650433074,G0600650043307,06065043307,1,1,1,1,1,1,1,1
G06006500433081,060650433081,G0600650043308,06065043308,1,1,1,1,1,1,1,1
G06006500433082,060650433082,G0600650043308,06065043308,1,1,1,1,1,1,1,1
G06006500433091,060650433091,G0600650043309,06065043309,1,1,1,1,1,1,1,1
G06006500433092,060650433092,G0600650043309,06065043309,1,1,1,1,1,1,1,1
G06006500433101,060650433101,G0600650043310,06065043310,1,1,1,1,1,1,1,1
G06006500433102,060650433102,G0600650043310,06065043310,1,1,1,1,1,1,1,1
G06006500433111,060650433111,G0600650043311,06065043311,1,1,1,1,1,1,1,1
G06006500433112,060650433112,G0600650043311,06065043311,1,1,1,1,1,1,1,1
G06006500433121,060650433121,G0600650043312,06065043312,1,1,1,1,1,1,1,1
G06006500433122,060650433122,G0600650043312,06065043312,1,1,1,1,1,1,1,1
G06006500433131,060650433131,G0600650043313,06065043313,1,1,1,1,1,1,1,1
G06006500433132,060650433132,G0600650043313,06065043313,1,1,1,1,1,1,1,1
G06006500433141,060650433141,G0600650043314,06065043314,1,1,1,1,1,1,1,1
G06006500433142,060650433142,G0600650043314,06065043314,1,1,1,1,1,1,1,1
G06006500433151,060650433151,G0600650043315,06065043315,1,1,1,1,1,1,1,1
G06006500433161,060650433161,G0600650043316,06065043316,1,1,1,1,1,1,1,1
G06006500433162,060650433162,G0600650043316,06065043316,1,1,1,1,1,1,1,1
G06006500433163,060650433163,G0600650043316,06065043316,1,1,1,1,1,1,1,1
G06006500433181,060650433181,G0600650043317,06065043317,1,1,1,1,1,1,1,1
G06006500433182,060650433182,G0600650043317,06065043317,1,1,1,1,1,1,1,1
G06006500433191,060650433191,G0600650043317,06065043317,1,1,1,1,1,1,1,1
G06006500433192,060650433192,G0600650043317,06065043317,1,1,1,1,1,1,1,1
G06006500434011,060650434011,G0600650043401,06065043401,1,1,1,1,1,1,1,1
G06006500434012,060650434012,G0600650043401,06065043401,1,1,1,1,1,1,1,1
G06006500434013,060650434013,G0600650043401,06065043401,1,1,1,1,1,1,1,1
G06006500434031,060650434031,G0600650043403,06065043403,1,1,1,1,1,1,1,1
G06006500434032,060650434032,G0600650043403,06065043403,1,1,1,1,1,1,1,1
G06006500434041,060650434041,G0600650043404,06065043404,1,1,1,1,1,1,1,1
G06006500434042,060650434042,G0600650043404,06065043404,1,1,1,1,1,1,1,1
G06006500434051,060650434051,G0600650043405,06065043405,1,1,1,1,1,1,1,1
G06006500434052,060650434052,G0600650043405,06065043405,1,1,1,1,1,1,1,1
G06006500434053,060650434053,G0600650043405,06065043405,1,1,1,1,1,1,1,1
G06006500435031,060650435031,G0600650043503,06065043503,1,1,1,1,1,1,1,1
G06006500435032,060650435032,G0600650043503,06065043503,1,1,1,1,1,1,1,1
G06006500435033,060650435033,G0600650043503,06065043503,1,1,1,1,1,1,1,1
G06006500435034,060650435034,G0600650043503,06065043503,1,1,1,1,1,1,1,1
G06006500435051,060650435051,G0600650043505,06065043505,1,1,1,1,1,1,1,1
G06006500435052,060650435052,G0600650043505,06065043505,1,1,1,1,1,1,1,1
G06006500435061,060650435061,G0600650043506,06065043506,1,1,1,1,1,1,1,1
G06006500435062,060650435062,G0600650043506,06065043506,1,1,1,1,1,1,1,1
G06006500435063,060650435063,G0600650043506,06065043506,1,1,1,1,1,1,1,1
G06006500435064,060650435064,G0600650043506,06065043506,1,1,1,1,1,1,1,1
G06006500435091,060650435091,G0600650043509,06065043509,1,1,1,1,1,1,1,1
G06006500435092,060650435092,G0600650043509,06065043509,1,1,1,1,1,1,1,1
G06006500435093,060650435093,G0600650043509,06065043509,1,1,1,1,1,1,1,1
G06006500435121,060650435121,G0600650043512,06065043512,1,1,1,1,1,1,1,1
G06006500435122,060650435122,G0600650043512,06065043512,1,1,1,1,1,1,1,1
G06006500435123,060650435123,G0600650043512,06065043512,1,1,1,1,1,1,1,1
G06006500435124,060650435124,G0600650043512,06065043512,1,1,1,1,1,1,1,1
G06006500435131,060650435131,G0600650043513,06065043513,1,1,1,1,1,1,1,1
G06006500435131,060650435131,G0600650051300,06065051300,0,0,0,0,0,0,0,0
G06006500435171,060650435171,G0600650043517,06065043517,1,1,1,1,1,1,1,1
G06006500435172,060650435172,G0600650043517,06065043517,1,1,1,1,1,1,1,1
G06006500435173,060650435173,G0600650043517,06065043517,1,1,1,1,1,1,1,1
G06006500435181,060650435181,G0600650043504,06065043504,1,1,1,1,1,1,1,1
G06006500435182,060650435182,G0600650043504,06065043504,1,1,1,1,1,1,1,1
G06006500435191,060650435191,G0600650043504,06065043504,1,1,1,1,1,1,1,1
G06006500435192,060650435192,G0600650043504,06065043504,1,1,1,1,1,1,1,1
G06006500435201,060650435201,G0600650043504,06065043504,1,1,1,1,1,1,1,1
G06006500435202,060650435202,G0600650043504,06065043504,1,1,1,1,1,1,1,1
G06006500435211,060650435211,G0600650043507,06065043507,1,1,1,1,1,1,1,1
G06006500435212,060650435212,G0600650043507,06065043507,1,1,1,1,1,1,1,1
G06006500435213,060650435213,G0600650043507,06065043507,1,1,1,1,1,1,1,1
G06006500435221,060650435221,G0600650043507,06065043507,1,1,1,1,1,1,1,1
G06006500435222,060650435222,G0600650043507,06065043507,1,1,1,1,1,1,1,1
G06006500435231,060650435231,G0600650043508,06065043508,1,1,1,1,1,1,1,1
G06006500435232,060650435232,G0600650043508,06065043508,1,1,1,1,1,1,1,1
G06006500435241,060650435241,G0600650043508,06065043508,1,1,1,1,1,1,1,1
G06006500435242,060650435242,G0600650043508,06065043508,1,1,1,1,1,1,1,1
G06006500435243,060650435243,G0600650043508,06065043508,1,1,1,1,1,1,1,1
G06006500436011,060650436011,G0600650043601,06065043601,1,1,1,1,1,1,1,1
G06006500436012,060650436012,G0600650043601,06065043601,1,1,1,1,1,1,1,1
G06006500436021,060650436021,G0600650043602,06065043602,1,1,1,1,1,1,1,1
G06006500436022,060650436022,G0600650043602,06065043602,1,1,1,1,1,1,1,1
G06006500437011,060650437011,G0600650043701,06065043701,1,1,1,1,1,1,1,1
G06006500437012,060650437012,G0600650043701,06065043701,1,1,1,1,1,1,1,1
G06006500437021,060650437021,G0600650043702,06065043702,1,1,1,1,1,1,1,1
G06006500437022,060650437022,G0600650043702,06065043702,1,1,1,1,1,1,1,1
G06006500437031,060650437031,G0600650043703,06065043703,1,1,1,1,1,1,1,1
G06006500437032,060650437032,G0600650043703,06065043703,1,1,1,1,1,1,1,1
G06006500438021,060650438021,G0600650043802,06065043802,1,1,1,1,1,1,1,1
G06006500438022,060650438022,G0600650043802,06065043802,0.9947357007,0.9997615657,0.9997650823,0.9998705658,0.9998461582,0.9998587167,1,0.9996462762
G06006500438022,060650438022,G0600710008500,06071008500,0.0036422824,0,0,0,0,0,0,0
G06006500438022,060650438022,G0600710008704,06071008704,0.0016220169,0.0002384343,0.0002349177,0.0001294342,0.0001538418,0.0001412833,0,0.0003537238
G06006500438023,060650438023,G0600650043802,06065043802,1,1,1,1,1,1,1,1
G06006500438071,060650438071,G0600650043807,06065043807,1,1,1,1,1,1,1,1
G06006500438072,060650438072,G0600650043807,06065043807,1,1,1,1,1,1,1,1
G06006500438073,060650438073,G0600650043807,06065043807,1,1,1,1,1,1,1,1
G06006500438091,060650438091,G0600650043809,06065043809,1,1,1,1,1,1,1,1
G06006500438092,060650438092,G0600650043809,06065043809,1,1,1,1,1,1,1,1
G06006500438093,060650438093,G0600650043809,06065043809,1,1,1,1,1,1,1,1
G06006500438101,060650438101,G0600650043810,06065043810,1,1,1,1,1,1,1,1
G06006500438102,060650438102,G0600650043810,06065043810,0.9931533271,0.9959833549,0.9969248755,0.9952639431,0.9966946245,0.996781608,0.9963005672,1
G06006500438102,060650438102,G0600650043811,06065043811,0.0068466729,0.0040166451,0.0030751245,0.0047360569,0.0033053755,0.003218392,0.0036994328,0
G06006500438103,060650438103,G0600650043810,06065043810,1,1,1,1,1,1,1,1
G06006500438121,060650438121,G0600650043812,06065043812,1,1,1,1,1,1,1,1
G06006500438122,060650438122,G0600650043812,06065043812,1,1,1,1,1,1,1,1
G06006500438123,060650438123,G0600650043812,06065043812,1,1,1,1,1,1,1,1
G06006500438124,060650438124,G0600650043812,06065043812,0.9949267298,1,1,1,1,1,1,1
G06006500438124,060650438124,G0600650043813,06065043813,0.0050732702,0,0,0,0,0,0,0
G06006500438131,060650438131,G0600650043812,06065043812,0.0087203189,0,0,0,0,0,0,0
G06006500438131,060650438131,G0600650043813,06065043813,0.9912796811,1,1,1,1,1,1,1
G06006500438132,060650438132,G0600650043813,06065043813,1,1,1,1,1,1,1,1
G06006500438133,060650438133,G0600650043813,06065043813,0.998943018,1,1,1,1,1,1,1
G06006500438133,060650438133,G0600650044200,06065044200,0.001056982,0,0,0,0,0,0,0
G06006500438134,060650438134,G0600650043813,06065043813,0.9935610931,1,1,1,1,1,1,1
G06006500438134,060650438134,G0600650044200,06065044200,0.0000262054,0,0,0,0,0,0,0
G06006500438134,060650438134,G0600650044521,06065044521,0.0064127015,0,0,0,0,0,0,0
G06006500438181,060650438181,G0600650043818,06065043818,1,1,1,1,1,1,1,1
G06006500438182,060650438182,G0600650043818,06065043818,1,1,1,1,1,1,1,1
G06006500438201,060650438201,G0600650043820,06065043820,1,1,1,1,1,1,1,1
G06006500438202,060650438202,G0600650043812,06065043812,0.0255205898,0.0000013702,0.0000004682,0,0,0.0000021567,0,0
G06006500438202,060650438202,G0600650043820,06065043820,0.9744794102,0.9999986298,0.9999995318,1,1,0.9999978433,1,1
G06006500438211,060650438211,G0600650043821,06065043821,1,1,1,1,1,1,1,1
G06006500438221,060650438221,G0600650043822,06065043822,0.9993062166,1,1,1,1,1,1,1
G06006500438221,060650438221,G0600650043823,06065043823,0.0006937834,0,0,0,0,0,0,0
G06006500438231,060650438231,G0600650043823,06065043823,1,1,1,1,1,1,1,1
G06006500438232,060650438232,G0600650043823,06065043823,0.9991460472,0.9994604877,0.999542461,0.9993647814,0.999490846,0.9995133501,0.9993340451,0.9998876484
G06006500438232,060650438232,G0600710008500,06071008500,0.0008539528,0.0005395123,0.000457539,0.0006352186,0.000509154,0.0004866499,0.0006659549,0.0001123516
G06006500438233,060650438233,G0600650043823,06065043823,1,1,1,1,1,1,1,1
G06006500438234,060650438234,G0600650043823,06065043823,1,1,1,1,1,1,1,1
G06006500438241,060650438241,G0600650043811,06065043811,1,1,1,1,1,1,1,1
G06006500438242,060650438242,G0600650043814,06065043814,1,1,1,1,1,1,1,1
G06006500438243,060650438243,G0600650043811,06065043811,1,1,1,1,1,1,1,1
G06006500438244,060650438244,G0600650043811,06065043811,1,1,1,1,1,1,1,1
G06006500439001,060650439001,G0600650043900,06065043900,1,1,1,1,1,1,1,1
G06006500439002,060650439002,G0600650043900,06065043900,1,1,1,1,1,1,1,1
G06006500439003,060650439003,G0600650043900,06065043900,1,1,1,1,1,1,1,1
G06006500440001,060650440001,G0600650044000,06065044000,1,1,1,1,1,1,1,1
G06006500441011,060650441011,G0600650044101,06065044101,1,1,1,1,1,1,1,1
G06006500441012,060650441012,G0600650044101,06065044101,1,1,1,1,1,1,1,1
G06006500441021,060650441021,G0600650044102,06065044102,1,1,1,1,1,1,1,1
G06006500441022,060650441022,G0600650044102,06065044102,1,1,1,1,1,1,1,1
G06006500441031,060650441031,G0600650044103,06065044103,1,1,1,1,1,1,1,1
G06006500441032,060650441032,G0600650044103,06065044103,1,1,1,1,1,1,1,1
G06006500441033,060650441033,G0600650044103,06065044103,1,1,1,1,1,1,1,1
G06006500441041,060650441041,G0600650044103,06065044103,0.0000092953,0,0,0,0,0,0,0
G06006500441041,060650441041,G0600650044104,06065044104,0.9999907047,1,1,1,1,1,1,1
G06006500442001,060650442001,G0600650044200,06065044200,1,1,1,1,1,1,1,1
G06006500442002,060650442002,G0600650044200,06065044200,1,1,1,1,1,1,1,1
G06006500442003,060650442003,G0600650044200,06065044200,1,1,1,1,1,1,1,1
G06006500442004,060650442004,G0600650044200,06065044200,1,1,1,1,1,1,1,1
G06006500443001,060650443001,G0600650044300,06065044300,1,1,1,1,1,1,1,1
G06006500443002,060650443002,G0600650044300,06065044300,1,1,1,1,1,1,1,1
G06006500443003,060650443003,G0600650044300,06065044300,1,1,1,1,1,1,1,1
G06006500444031,060650444031,G0600650044403,06065044403,1,1,1,1,1,1,1,1
G06006500444032,060650444032,G0600650044403,06065044403,1,1,1,1,1,1,1,1
G06006500444033,060650444033,G0600650044403,06065044403,1,1,1,1,1,1,1,1
G06006500444034,060650444034,G0600650044403,06065044403,0.9998022233,1,1,1,1,1,1,1
G06006500444034,060650444034,G0600650045605,06065045605,0.0001977767,0,0,0,0,0,0,0
G06006500444041,060650444041,G0600650044404,06065044404,1,1,1,1,1,1,1,1
G06006500444042,060650444042,G0600650044404,06065044404,1,1,1,1,1,1,1,1
G06006500444051,060650444051,G0600650044405,06065044405,1,1,1,1,1,1,1,1
G06006500444052,060650444052,G0600650044405,06065044405,1,1,1,1,1,1,1,1
G06006500444053,060650444053,G0600650044405,06065044405,1,1,1,1,1,1,1,1
G06006500444061,060650444061,G0600650044402,06065044402,1,1,1,1,1,1,1,1
G06006500444062,060650444062,G0600650044402,06065044402,1,1,1,1,1,1,1,1
G06006500444071,060650444071,G0600650044402,06065044402,1,1,1,1,1,1,1,1
G06006500444072,060650444072,G0600650044402,06065044402,1,1,1,1,1,1,1,1
G06006500444073,060650444073,G0600650044402,06065044402,1,1,1,1,1,1,1,1
G06006500445051,060650445051,G0600650044505,06065044505,1,1,1,1,1,1,1,1
G06006500445052,060650445052,G0600650044505,06065044505,1,1,1,1,1,1,1,1
G06006500445053,060650445053,G0600650044505,06065044505,1,1,1,1,1,1,1,1
G06006500445054,060650445054,G0600650044505,06065044505,1,1,1,1,1,1,1,1
G06006500445071,060650445071,G0600650044507,06065044507,1,1,1,1,1,1,1,1
G06006500445072,060650445072,G0600650044507,06065044507,1,1,1,1,1,1,1,1
G06006500445073,060650445073,G0600650044507,06065044507,1,1,1,1,1,1,1,1
G06006500445074,060650445074,G0600650044507,06065044507,1,1,1,1,1,1,1,1
G06006500445091,060650445091,G0600650044509,06065044509,1,1,1,1,1,1,1,1
G06006500445092,060650445092,G0600650044509,06065044509,1,1,1,1,1,1,1,1
G06006500445101,060650445101,G0600650044510,06065044510,1,1,1,1,1,1,1,1
G06006500445102,060650445102,G0600650044510,06065044510,1,1,1,1,1,1,1,1
G06006500445103,060650445103,G0600650044510,06065044510,1,1,1,1,1,1,1,1
G06006500445104,060650445104,G0600650044510,06065044510,1,1,1,1,1,1,1,1
G06006500445151,060650445151,G0600650044515,06065044515,1,1,1,1,1,1,1,1
G06006500445152,060650445152,G0600650044515,06065044515,1,1,1,1,1,1,1,1
G06006500445161,060650445161,G0600650044516,06065044516,1,1,1,1,1,1,1,1
G06006500445162,060650445162,G0600650044516,06065044516,1,1,1,1,1,1,1,1
G06006500445163,060650445163,G0600650044516,06065044516,1,1,1,1,1,1,1,1
G06006500445164,060650445164,G0600650044516,06065044516,1,1,1,1,1,1,1,1
G06006500445171,060650445171,G0600650044517,06065044517,1,1,1,1,1,1,1,1
G06006500445172,060650445172,G0600650044517,06065044517,1,1,1,1,1,1,1,1
G06006500445181,060650445181,G0600650044517,06065044517,0.0014946251,0.0133998737,0.0140885232,0.0152375696,0.0150387188,0.0148464476,0.0162225677,0.0119790911
G06006500445181,060650445181,G0600650044518,06065044518,0.9985053749,0.9866001263,0.9859114768,0.9847624304,0.9849612812,0.9851535524,0.9837774323,0.9880209089
G06006500445182,060650445182,G0600650044518,06065044518,1,1,1,1,1,1,1,1
G06006500445183,060650445183,G0600650044518,06065044518,1,1,1,1,1,1,1,1
G06006500445201,060650445201,G0600650044520,06065044520,1,1,1,1,1,1,1,1
G06006500445202,060650445202,G0600650044520,06065044520,1,1,1,1,1,1,1,1
G06006500445211,060650445211,G0600650043813,06065043813,0.0021911813,0,0,0,0,0,0,0
G06006500445211,060650445211,G0600650044521,06065044521,0.9978088187,1,1,1,1,1,1,1
G06006500445231,060650445231,G0600650044522,06065044522,1,1,1,1,1,1,1,1
G06006500445232,060650445232,G0600650044522,06065044522,1,1,1,1,1,1,1,1
G06006500445241,060650445241,G0600650044522,06065044522,1,1,1,1,1,1,1,1
G06006500445242,060650445242,G0600650044522,06065044522,1,1,1,1,1,1,1,1
G06006500446021,060650446021,G0600650044602,06065044602,1,1,1,1,1,1,1,1
G06006500446022,060650446022,G0600650044602,06065044602,1,1,1,1,1,1,1,1
G06006500446023,060650446023,G0600650044602,06065044602,1,1,1,1,1,1,1,1
G06006500446041,060650446041,G0600650044604,06065044604,1,1,1,1,1,1,1,1
G06006500446042,060650446042,G0600650044604,06065044604,1,1,1,1,1,1,1,1
G06006500446043,060650446043,G0600650044604,06065044604,1,1,1,1,1,1,1,1
G06006500446051,060650446051,G0600650044605,06065044605,1,1,1,1,1,1,1,1
